loss,ROC,accuracy,precision,recall,f1,model
0.6204121879014756,0.7007392644882202,0.5953530669212341,0.031532883644104004,0.054315026849508286,0.03783947974443436,DGAT
0.588716059365615,0.8681352138519287,0.7757996320724487,0.030778516083955765,0.04133976995944977,0.03389660641551018,GAT
0.6653158292039446,0.6211904287338257,0.5291188955307007,0.03062763251364231,0.054918527603149414,0.037457264959812164,GCN
0.2407,0.8835,0.8958,0.1270,0.5010,0.1926,VGG16
